seq,rtt_ms,oneway_est_ms
3894,15.24,7.62
3895,8.22,4.11
3896,11.48,5.74
3897,5.55,2.78
3898,13.60,6.80
3899,14.50,7.25
3900,6.56,3.28
3901,9.09,4.54
3902,12.01,6.01
3903,12.70,6.35
3904,16.55,8.28
3905,6.14,3.07
3906,8.92,4.46
3907,7.36,3.68
3908,7.18,3.59
3909,12.55,6.27
3910,14.83,7.41
3911,11.79,5.89
3912,8.86,4.43
3913,8.64,4.32
3914,224.56,112.28
3915,10.86,5.43
3916,9.21,4.61
3917,10.35,5.18
3918,59.93,29.96
3919,14.75,7.38
3920,10.63,5.31
3921,9.48,4.74
3922,12.77,6.38
3923,8.64,4.32
3924,11.59,5.80
3925,21.00,10.50
3926,19.18,9.59
3927,24.72,12.36
3928,11.36,5.68
3929,9.17,4.59
3930,8.36,4.18
3931,17.01,8.50
3932,8.69,4.34
3933,8.62,4.31
3934,4.66,2.33
3935,14.40,7.20
3936,27.20,13.60
3937,26.14,13.07
3938,24.91,12.46
3939,55.25,27.62
3940,13.86,6.93
3941,10.27,5.13
3942,11.97,5.99
3943,20.23,10.11
3944,256.59,128.29
3945,28.28,14.14
3946,32.43,16.21
3947,64.99,32.49
3948,169.48,84.74
3949,202.48,101.24
3950,65.79,32.89
3951,74.28,37.14
3952,61.57,30.78
3953,61.60,30.80
3954,60.84,30.42
3955,78.00,39.00
3956,43.93,21.96
3957,62.02,31.01
3958,61.86,30.93
3959,48.83,24.42
3960,71.83,35.92
3961,66.66,33.33
3962,69.63,34.82
3963,61.19,30.59
3964,61.42,30.71
3965,68.00,34.00
3966,61.84,30.92
3967,49.50,24.75
3968,60.74,30.37
3969,58.43,29.22
3970,71.59,35.80
3971,65.72,32.86
3972,64.57,32.28
3973,67.35,33.68
3974,59.97,29.98
3975,61.41,30.70
3976,60.86,30.43
3977,62.73,31.36
3978,66.98,33.49
3979,60.56,30.28
3980,187.52,93.76
3981,72.48,36.24
3982,62.88,31.44
3983,52.15,26.07
3984,58.91,29.45
3985,51.86,25.93
3986,71.39,35.70
3987,74.55,37.27
3988,55.83,27.91
3989,62.43,31.22
3990,69.10,34.55
3991,67.98,33.99
3992,68.47,34.23
3993,45.73,22.87
3994,60.66,30.33
3995,68.39,34.20
3996,63.85,31.92
3997,68.97,34.48
3998,59.14,29.57
3999,65.26,32.63
4000,59.83,29.92
4001,61.49,30.75
4002,61.49,30.74
4003,51.00,25.50
4004,68.25,34.13
4005,65.98,32.99
4006,67.31,33.66
4007,64.72,32.36
4008,63.75,31.87
4009,69.73,34.87
4010,56.67,28.33
4011,53.80,26.90
4012,52.83,26.42
4013,62.13,31.07
4014,72.89,36.45
4015,64.10,32.05
4016,69.81,34.90
4017,58.11,29.05
4018,61.09,30.54
4019,65.66,32.83
4020,58.56,29.28
4021,62.94,31.47
4022,47.14,23.57
4023,60.58,30.29
4024,70.38,35.19
4025,63.58,31.79
4026,73.31,36.65
4027,61.32,30.66
4028,60.84,30.42
4029,69.47,34.74
4030,56.53,28.27
4031,57.02,28.51
4032,51.72,25.86
4033,75.01,37.50
4034,61.79,30.89
4035,74.32,37.16
4036,57.82,28.91
4037,59.58,29.79
4038,74.06,37.03
4039,55.11,27.56
4040,61.87,30.93
4041,53.34,26.67
4042,71.36,35.68
4043,60.06,30.03
4044,63.62,31.81
4045,72.01,36.01
4046,60.51,30.26
4047,56.94,28.47
4048,62.57,31.28
4049,53.07,26.54
4050,55.13,27.57
4051,13.12,6.56
4052,9.36,4.68
4053,8.12,4.06
4054,26.61,13.31
4055,12.26,6.13
4056,12.11,6.05
4057,7.02,3.51
4058,7.13,3.57
4059,7.17,3.59
4060,31.10,15.55
4061,11.84,5.92
4062,11.78,5.89
4063,10.55,5.27
4064,9.53,4.76
4065,12.23,6.12
4066,13.47,6.74
4067,7.38,3.69
4068,9.30,4.65
4069,13.66,6.83
4070,7.87,3.93
4071,6.10,3.05
4072,5.68,2.84
4073,13.58,6.79
4074,10.95,5.47
4075,14.54,7.27
4076,8.93,4.46
4077,15.92,7.96
4078,22.96,11.48
4079,9.72,4.86
4080,5.58,2.79
4081,12.49,6.24
4082,10.82,5.41
4083,12.35,6.18
4084,5.16,2.58
4085,25.14,12.57
4086,15.23,7.62
4087,17.03,8.52
4088,16.19,8.10
4089,23.98,11.99
4090,9.52,4.76
4091,8.81,4.41
4092,9.95,4.97
4093,8.09,4.05
4094,23.28,11.64
4095,6.89,3.44
4096,8.31,4.15
4097,12.54,6.27
4098,15.07,7.53
4099,13.38,6.69
4100,8.43,4.22
4101,8.25,4.13
4102,11.77,5.89
4103,11.32,5.66
4104,11.95,5.97
4105,9.41,4.70
4106,8.23,4.11
4107,10.91,5.45
4108,11.93,5.97
4109,15.57,7.79
4110,9.80,4.90
4111,9.24,4.62
4112,14.84,7.42
4113,245.86,122.93
4114,5.44,2.72
4115,21.45,10.73
4116,5.44,2.72
4117,11.14,5.57
4118,29.71,14.85
4119,15.83,7.92
4120,10.57,5.28
4121,16.86,8.43
4122,15.47,7.73
4123,8.49,4.24
4124,15.97,7.98
4125,9.01,4.50
4126,24.36,12.18
4127,15.12,7.56
4128,6.11,3.06
4129,10.06,5.03
4130,48.13,24.07
4131,13.07,6.53
4132,14.75,7.37
4133,14.65,7.33
4134,12.65,6.32
4135,10.27,5.13
4136,249.00,124.50
4137,12.86,6.43
4138,25.88,12.94
4139,19.56,9.78
4140,15.57,7.79
4141,8.12,4.06
4142,8.31,4.15
4143,13.25,6.62
4144,10.54,5.27
4145,68.33,34.16
4146,12.43,6.21
4147,6.63,3.32
4148,10.18,5.09
4149,13.66,6.83
4150,9.84,4.92
4151,12.71,6.36
4152,9.69,4.84
4153,20.92,10.46
4154,31.72,15.86
4155,15.21,7.60
4156,15.73,7.87
4157,34.73,17.36
4158,13.85,6.93
4159,10.59,5.29
4160,5.67,2.84
4161,8.60,4.30
4162,16.45,8.23
4163,14.27,7.14
4164,14.28,7.14
4165,9.09,4.55
4166,234.37,117.19
4167,9.28,4.64
4168,13.38,6.69
4169,12.59,6.29
4170,6.60,3.30
4171,16.99,8.50
4172,6.52,3.26
4173,9.11,4.55
4174,11.96,5.98
4175,22.66,11.33
4176,11.10,5.55
4177,12.22,6.11
4178,9.02,4.51
4179,9.39,4.69
4180,10.85,5.43
4181,7.44,3.72
4182,8.35,4.18
4183,10.47,5.23
4184,9.02,4.51
4185,19.62,9.81
4186,9.13,4.56
4187,10.03,5.02
4188,17.75,8.87
4189,13.92,6.96
4190,8.73,4.37
4191,9.14,4.57
4192,7.25,3.63
4193,13.25,6.62
4194,9.61,4.80
4195,7.98,3.99
4196,7.46,3.73
4197,9.78,4.89
4198,7.34,3.67
4199,13.65,6.82
4200,18.70,9.35
4201,10.04,5.02
4202,196.27,98.14
4203,13.91,6.96
4204,6.41,3.21
4205,15.25,7.63
4206,13.06,6.53
4207,5.97,2.98
4208,11.44,5.72
4209,7.38,3.69
4210,9.23,4.61
4211,19.32,9.66
4212,13.21,6.61
4213,8.83,4.41
4214,10.81,5.41
4215,10.75,5.38
4216,13.35,6.67
4217,6.06,3.03
4218,6.37,3.18
4219,13.22,6.61
4220,17.09,8.54
4221,13.03,6.52
4222,8.56,4.28
4223,17.63,8.81
4224,10.99,5.50
4225,15.12,7.56
4226,10.18,5.09
4227,8.32,4.16
4228,10.75,5.37
4229,9.14,4.57
4230,15.26,7.63
4231,5.68,2.84
4232,10.48,5.24
4233,6.35,3.18
4234,12.85,6.43
4235,16.77,8.39
4236,8.39,4.20
4237,8.43,4.21
4238,12.73,6.37
4239,14.72,7.36
4240,8.76,4.38
4241,12.37,6.19
4242,11.68,5.84
4243,10.82,5.41
4244,17.39,8.70
4245,6.71,3.36
4246,13.52,6.76
4247,10.27,5.14
4248,10.05,5.02
4249,10.13,5.06
4250,12.42,6.21
4251,14.15,7.08
4252,15.23,7.62
4253,18.55,9.28
4254,12.06,6.03
4255,9.45,4.73
4256,10.45,5.22
4257,16.77,8.38
4258,13.30,6.65
4259,10.37,5.19
4260,9.33,4.66
4261,17.60,8.80
4262,16.69,8.35
4263,8.46,4.23
4264,12.90,6.45
4265,16.02,8.01
4266,8.54,4.27
4267,8.34,4.17
4268,11.35,5.67
4269,10.06,5.03
4270,9.62,4.81
4271,12.10,6.05
4272,7.70,3.85
4273,11.28,5.64
4274,19.61,9.80
4275,11.09,5.54
4276,15.77,7.89
4277,10.91,5.45
4278,16.66,8.33
4279,13.48,6.74
4280,12.73,6.36
4281,16.34,8.17
4282,7.03,3.52
4283,12.07,6.04
4284,18.41,9.21
4285,236.72,118.36
4286,14.99,7.49
4287,11.19,5.59
4288,32.57,16.29
4289,9.79,4.90
4290,9.75,4.88
4291,11.44,5.72
4292,6.73,3.36
4293,11.71,5.85
4294,13.04,6.52
4295,10.04,5.02
4296,8.40,4.20
4297,8.01,4.00
4298,9.18,4.59
4299,11.55,5.77
4300,10.10,5.05
4301,35.70,17.85
4302,13.35,6.67
4303,20.73,10.37
4304,18.50,9.25
4305,7.96,3.98
4306,12.80,6.40
4307,13.68,6.84
4308,17.62,8.81
4309,15.75,7.87
4310,11.57,5.78
4311,13.65,6.83
4312,17.61,8.80
4313,10.53,5.26
4314,13.70,6.85
4315,12.76,6.38
4316,15.94,7.97
4317,13.07,6.53
4318,5.99,2.99
4319,6.70,3.35
4320,18.61,9.30
4321,6.64,3.32
4322,5.99,3.00
4323,6.38,3.19
4324,10.09,5.05
4325,7.04,3.52
4326,7.96,3.98
4327,9.01,4.50
4328,14.04,7.02
4329,12.15,6.08
4330,8.06,4.03
4331,9.05,4.53
4332,21.41,10.70
4333,12.98,6.49
4334,14.62,7.31
4335,18.32,9.16
4336,14.66,7.33
4337,10.67,5.34
4338,17.02,8.51
4339,17.13,8.56
4340,14.18,7.09
4341,40.50,20.25
4342,7.96,3.98
4343,10.66,5.33
4344,11.96,5.98
4345,10.71,5.35
4346,9.71,4.86
4347,7.44,3.72
4348,97.36,48.68
4349,12.02,6.01
4350,16.86,8.43
4351,9.19,4.59
4352,18.63,9.31
4353,7.51,3.76
4354,17.91,8.95
4355,22.35,11.18
4356,21.92,10.96
4357,9.16,4.58
4358,8.68,4.34
4359,23.49,11.74
4360,11.33,5.67
4361,9.83,4.91
4362,9.69,4.84
4363,14.36,7.18
4364,8.70,4.35
4365,8.99,4.49
4366,7.84,3.92
4367,12.18,6.09
4368,14.95,7.47
4369,12.22,6.11
4370,6.51,3.25
4371,15.12,7.56
4372,9.59,4.80
4373,6.69,3.34
4374,9.15,4.57
4375,6.51,3.26
4376,6.79,3.40
4377,12.29,6.15
4378,13.20,6.60
4379,19.74,9.87
4380,9.66,4.83
4381,8.96,4.48
4382,19.05,9.52
4383,10.39,5.19
4384,7.62,3.81
4385,7.63,3.81
4386,13.84,6.92
4387,10.82,5.41
4388,10.36,5.18
4389,14.21,7.11
4390,7.25,3.62
4391,11.20,5.60
4392,18.17,9.08
4393,10.63,5.31
4394,6.49,3.25
4395,8.34,4.17
4396,5.93,2.96
4397,25.37,12.68
4398,12.68,6.34
4399,7.90,3.95
4400,10.27,5.13
4401,12.18,6.09
4402,7.62,3.81
4403,7.75,3.87
4404,7.63,3.82
4405,11.04,5.52
4406,10.71,5.35
4407,7.79,3.90
4408,14.73,7.36
4409,7.16,3.58
4410,10.14,5.07
4411,8.41,4.21
4412,35.07,17.54
4413,11.91,5.95
4414,11.39,5.69
4415,24.83,12.42
4416,10.91,5.46
4417,8.55,4.28
4418,12.71,6.36
4419,16.31,8.15
4420,9.43,4.72
4421,9.72,4.86
4422,29.07,14.53
4423,8.01,4.00
4424,11.34,5.67
4425,7.72,3.86
4426,9.76,4.88
4427,6.78,3.39
4428,13.81,6.91
4429,6.12,3.06
4430,9.43,4.72
4431,10.72,5.36
4432,11.87,5.93
4433,19.61,9.80
4434,9.30,4.65
4435,8.99,4.49
4436,5.01,2.50
4437,9.83,4.91
4438,16.78,8.39
4439,13.50,6.75
4440,9.19,4.60
4441,15.92,7.96
4442,7.82,3.91
4443,10.36,5.18
4444,8.20,4.10
4445,13.23,6.61
4446,23.48,11.74
4447,7.13,3.56
4448,8.55,4.28
4449,5.24,2.62
4450,10.17,5.09
4451,8.18,4.09
4452,8.94,4.47
4453,16.22,8.11
4454,9.96,4.98
4455,5.42,2.71
4456,13.34,6.67
4457,15.36,7.68
4458,12.36,6.18
4459,7.99,3.99
4460,9.34,4.67
4461,238.34,119.17
4462,12.69,6.35
4463,12.79,6.39
4464,9.00,4.50
4465,8.86,4.43
4466,10.74,5.37
4467,8.10,4.05
4468,11.68,5.84
4469,11.32,5.66
4470,16.36,8.18
4471,12.00,6.00
4472,5.65,2.83
4473,9.32,4.66
4474,9.22,4.61
4475,10.94,5.47
4476,12.52,6.26
4477,12.11,6.05
4478,9.56,4.78
4479,9.61,4.80
4480,10.61,5.30
4481,18.41,9.20
4482,10.20,5.10
4483,8.80,4.40
4484,22.07,11.04
4485,12.65,6.32
4486,12.09,6.05
4487,8.16,4.08
4488,10.95,5.47
4489,13.36,6.68
4490,6.83,3.42
4491,12.27,6.14
4492,7.21,3.61
4493,14.14,7.07
4494,19.85,9.93
4495,7.70,3.85
4496,7.06,3.53
4497,17.96,8.98
4498,16.25,8.12
4499,25.66,12.83
4500,11.94,5.97
4501,14.46,7.23
4502,14.96,7.48
4503,11.16,5.58
4504,5.53,2.77
4505,5.21,2.61
4506,7.29,3.64
4507,34.20,17.10
4508,12.90,6.45
4509,30.53,15.27
4510,15.83,7.91
4511,259.84,129.92
4512,18.48,9.24
4513,14.64,7.32
4514,6.96,3.48
4515,10.60,5.30
4516,14.55,7.28
4517,12.12,6.06
4518,7.77,3.89
4519,13.02,6.51
4520,12.97,6.48
4521,16.18,8.09
4522,8.87,4.43
4523,8.49,4.24
4524,11.75,5.88
4525,9.22,4.61
4526,8.09,4.05
4527,10.61,5.30
4528,10.09,5.04
4529,12.69,6.35
4530,10.02,5.01
4531,8.43,4.21
4532,12.43,6.21
4533,6.94,3.47
4534,9.16,4.58
4535,89.34,44.67
4536,62.59,31.30
4537,59.67,29.83
4538,65.69,32.84
4539,60.54,30.27
4540,55.04,27.52
4541,52.70,26.35
4542,74.72,37.36
4543,63.18,31.59
4544,66.45,33.22
4545,65.43,32.72
4546,60.55,30.28
4547,69.95,34.98
4548,56.62,28.31
4549,56.35,28.17
4550,52.35,26.18
4551,75.52,37.76
4552,77.08,38.54
4553,57.01,28.51
4554,70.09,35.04
4555,76.36,38.18
4556,56.28,28.14
4557,51.21,25.61
4558,60.13,30.07
4559,73.81,36.91
4560,70.96,35.48
4561,177.94,88.97
4562,58.57,29.29
4563,63.80,31.90
4564,57.16,28.58
4565,69.27,34.63
4566,64.52,32.26
4567,68.55,34.27
4568,65.25,32.62
4569,61.62,30.81
4570,60.16,30.08
4571,65.17,32.59
4572,57.47,28.73
4573,59.05,29.53
4574,53.98,26.99
4575,73.22,36.61
4576,62.69,31.34
4577,68.56,34.28
4578,61.70,30.85
4579,61.97,30.98
4580,62.48,31.24
4581,63.83,31.91
4582,57.48,28.74
4583,55.31,27.66
4584,52.31,26.15
4585,75.52,37.76
4586,62.33,31.16
4587,68.44,34.22
4588,64.58,32.29
4589,63.46,31.73
4590,64.99,32.50
4591,73.07,36.53
4592,42.90,21.45
4593,54.93,27.46
4594,73.16,36.58
4595,64.14,32.07
4596,73.02,36.51
4597,59.34,29.67
4598,69.22,34.61
4599,67.72,33.86
4600,51.19,25.60
4601,53.74,26.87
4602,59.47,29.73
4603,69.89,34.94
4604,61.79,30.89
4605,66.24,33.12
4606,62.94,31.47
4607,63.18,31.59
4608,68.60,34.30
4609,55.53,27.76
4610,59.33,29.66
4611,66.02,33.01
4612,44.50,22.25
4613,72.20,36.10
4614,65.23,32.62
4615,72.60,36.30
4616,58.86,29.43
4617,61.88,30.94
4618,57.77,28.88
4619,68.68,34.34
4620,60.96,30.48
4621,60.61,30.30
4622,60.53,30.27
4623,177.57,88.78
4624,84.63,42.32
4625,58.25,29.12
4626,54.60,27.30
4627,59.48,29.74
4628,63.49,31.74
4629,73.78,36.89
4630,75.53,37.77
4631,66.58,33.29
4632,60.07,30.04
4633,63.93,31.97
4634,66.18,33.09
4635,153.07,76.53
4636,61.34,30.67
4637,7.71,3.86
4638,6.84,3.42
4639,6.01,3.01
4640,12.66,6.33
4641,14.18,7.09
4642,9.96,4.98
4643,8.22,4.11
4644,11.14,5.57
4645,11.22,5.61
4646,8.26,4.13
4647,15.08,7.54
4648,11.64,5.82
4649,21.33,10.67
4650,5.92,2.96
4651,5.83,2.91
4652,8.42,4.21
4653,12.27,6.13
4654,6.62,3.31
4655,9.56,4.78
4656,9.44,4.72
4657,16.26,8.13
4658,12.46,6.23
4659,7.32,3.66
4660,9.03,4.52
4661,15.91,7.95
4662,10.98,5.49
4663,5.65,2.83
4664,8.74,4.37
4665,6.12,3.06
4666,11.88,5.94
4667,8.44,4.22
4668,49.78,24.89
4669,21.96,10.98
4670,12.45,6.22
4671,9.45,4.73
4672,12.67,6.33
4673,11.50,5.75
4674,6.87,3.43
4675,5.63,2.81
4676,11.44,5.72
4677,10.74,5.37
4678,7.40,3.70
4679,7.77,3.88
4680,10.34,5.17
4681,10.50,5.25
4682,10.52,5.26
4683,7.30,3.65
4684,21.10,10.55
4685,7.06,3.53
4686,26.35,13.18
4687,10.12,5.06
4688,13.93,6.96
4689,7.67,3.84
4690,13.08,6.54
4691,5.97,2.99
4692,8.87,4.43
4693,11.75,5.88
4694,9.63,4.82
4695,8.86,4.43
4696,9.69,4.85
4697,9.76,4.88
4698,7.13,3.57
4699,8.47,4.23
4700,12.34,6.17
4701,6.30,3.15
4702,5.80,2.90
4703,6.11,3.06
4704,9.42,4.71
4705,7.23,3.62
4706,8.36,4.18
4707,9.33,4.67
4708,7.35,3.68
4709,13.55,6.77
4710,11.22,5.61
4711,10.75,5.37
4712,11.23,5.61
4713,10.98,5.49
4714,13.69,6.84
4715,6.18,3.09
4716,9.98,4.99
4717,11.04,5.52
4718,5.07,2.54
4719,6.55,3.27
4720,9.01,4.51
4721,12.69,6.35
4722,7.65,3.83
4723,6.72,3.36
4724,11.29,5.65
4725,6.86,3.43
4726,10.36,5.18
4727,6.80,3.40
4728,47.10,23.55
4729,15.72,7.86
4730,9.47,4.73
4731,11.62,5.81
4732,9.45,4.73
4733,6.45,3.22
4734,5.72,2.86
4735,12.46,6.23
4736,9.93,4.96
4737,11.39,5.70
4738,8.66,4.33
4739,11.86,5.93
4740,11.80,5.90
4741,23.77,11.88
4742,10.67,5.33
4743,9.81,4.91
4744,7.46,3.73
4745,9.26,4.63
4746,5.32,2.66
4747,6.26,3.13
4748,11.02,5.51
4749,5.61,2.81
4750,9.42,4.71
4751,27.84,13.92
4752,9.61,4.81
4753,13.30,6.65
4754,14.49,7.25
4755,10.41,5.20
4756,11.79,5.89
4757,7.18,3.59
4758,5.15,2.57
4759,6.26,3.13
4760,6.41,3.20
4761,12.27,6.14
4762,9.14,4.57
4763,6.95,3.48
4764,7.72,3.86
4765,8.56,4.28
4766,7.97,3.99
4767,13.45,6.73
4768,36.23,18.11
4769,19.89,9.95
4770,5.29,2.64
4771,6.62,3.31
4772,7.17,3.58
4773,6.62,3.31
4774,12.90,6.45
4775,12.40,6.20
4776,5.85,2.92
4777,5.46,2.73
4778,6.29,3.14
4779,8.26,4.13
4780,8.89,4.44
4781,11.64,5.82
4782,12.00,6.00
4783,7.72,3.86
4784,7.78,3.89
4785,8.01,4.01
4786,13.09,6.54
4787,9.27,4.63
4788,8.27,4.13
4789,6.81,3.40
4790,11.39,5.69
4791,6.59,3.29
4792,8.28,4.14
4793,7.96,3.98
4794,12.87,6.44
4795,7.76,3.88
4796,7.27,3.63
4797,7.88,3.94
4798,12.58,6.29
4799,11.88,5.94
4800,6.86,3.43
4801,7.25,3.63
4802,11.16,5.58
4803,5.12,2.56
4804,10.34,5.17
4805,9.89,4.95
4806,11.53,5.77
4807,10.16,5.08
4808,22.80,11.40
4809,43.41,21.71
4810,11.71,5.85
4811,12.57,6.28
4812,16.85,8.43
4813,23.46,11.73
4814,19.30,9.65
4815,14.48,7.24
4816,7.77,3.88
4817,40.84,20.42
4818,15.59,7.80
4819,7.49,3.74
4820,19.38,9.69
4821,9.56,4.78
4822,7.70,3.85
4823,12.60,6.30
4824,12.89,6.44
4825,10.78,5.39
4826,6.42,3.21
4827,9.85,4.92
4828,10.86,5.43
4829,13.77,6.88
4830,15.50,7.75
4831,6.96,3.48
4832,26.91,13.45
4833,7.96,3.98
4834,11.69,5.84
4835,9.86,4.93
4836,8.23,4.12
4837,8.89,4.44
4838,11.80,5.90
4839,5.67,2.84
4840,8.28,4.14
4841,7.42,3.71
4842,13.12,6.56
4843,15.35,7.68
4844,9.29,4.64
4845,11.48,5.74
4846,10.72,5.36
4847,9.17,4.58
4848,19.65,9.82
4849,9.35,4.68
4850,6.40,3.20
4851,9.77,4.89
4852,11.90,5.95
4853,20.68,10.34
4854,11.69,5.84
4855,8.45,4.23
4856,10.83,5.42
4857,6.97,3.49
4858,10.57,5.28
4859,13.03,6.52
4860,9.84,4.92
4861,6.66,3.33
4862,8.67,4.33
4863,6.76,3.38
4864,10.68,5.34
4865,12.39,6.19
4866,7.36,3.68
4867,7.11,3.56
4868,5.11,2.56
4869,9.32,4.66
4870,7.79,3.90
4871,13.09,6.54
4872,8.32,4.16
4873,7.23,3.62
4874,26.43,13.22
4875,17.29,8.64
4876,7.13,3.56
4877,6.89,3.45
4878,9.45,4.72
4879,6.44,3.22
4880,23.28,11.64
4881,12.20,6.10
4882,7.40,3.70
4883,12.69,6.35
4884,33.39,16.69
4885,7.11,3.55
4886,16.20,8.10
4887,15.45,7.72
4888,5.74,2.87
4889,8.78,4.39
4890,8.39,4.20
4891,9.76,4.88
4892,10.35,5.18
4893,11.68,5.84
4894,10.82,5.41
4895,16.29,8.14
4896,20.39,10.19
4897,10.27,5.14
4898,9.67,4.84
4899,10.72,5.36
4900,11.05,5.52
4901,17.17,8.58
4902,5.97,2.98
4903,5.57,2.78
4904,12.79,6.40
4905,9.21,4.60
4906,18.59,9.29
4907,14.86,7.43
4908,9.66,4.83
4909,14.74,7.37
4910,8.26,4.13
4911,7.41,3.70
4912,5.21,2.60
4913,26.81,13.40
4914,6.12,3.06
4915,20.55,10.28
4916,9.59,4.79
4917,10.92,5.46
4918,7.43,3.71
4919,20.25,10.12
4920,5.15,2.57
4921,10.78,5.39
4922,10.29,5.14
4923,9.48,4.74
4924,9.84,4.92
4925,12.48,6.24
4926,11.87,5.93
4927,11.11,5.55
4928,10.44,5.22
4929,75.28,37.64
4930,12.96,6.48
4931,8.10,4.05
4932,8.14,4.07
4933,17.06,8.53
4934,9.20,4.60
4935,11.04,5.52
4936,10.53,5.27
4937,7.80,3.90
4938,6.99,3.49
4939,9.72,4.86
4940,205.05,102.52
4941,15.99,8.00
4942,23.84,11.92
4943,13.12,6.56
4944,6.05,3.03
4945,8.55,4.28
4946,6.18,3.09
4947,39.56,19.78
4948,5.33,2.66
4949,7.71,3.86
4950,9.47,4.74
4951,11.42,5.71
4952,28.83,14.41
4953,6.82,3.41
4954,15.20,7.60
4955,10.47,5.23
4956,11.59,5.80
4957,19.79,9.89
4958,7.91,3.96
4959,15.89,7.95
4960,41.34,20.67
4961,11.28,5.64
4962,5.40,2.70
4963,7.31,3.66
4964,5.95,2.97
4965,5.61,2.81
4966,15.24,7.62
4967,8.91,4.45
4968,10.92,5.46
4969,9.17,4.58
4970,8.07,4.03
4971,11.94,5.97
4972,17.79,8.90
4973,15.24,7.62
4974,12.95,6.47
4975,11.55,5.78
4976,7.04,3.52
4977,8.40,4.20
4978,8.34,4.17
4979,13.00,6.50
4980,12.28,6.14
4981,9.31,4.65
4982,8.78,4.39
4983,11.91,5.95
4984,10.15,5.08
4985,9.70,4.85
4986,12.27,6.13
4987,18.57,9.28
4988,11.46,5.73
4989,11.32,5.66
4990,12.08,6.04
4991,8.19,4.10
4992,9.46,4.73
4993,7.69,3.85
4994,7.32,3.66
4995,7.78,3.89
4996,9.83,4.92
4997,12.34,6.17
4998,9.25,4.62
4999,9.09,4.55
5000,13.93,6.97
5001,6.83,3.41
5002,10.49,5.25
5003,10.30,5.15
5004,9.65,4.83
5005,12.98,6.49
5006,5.89,2.95
5007,15.07,7.54
5008,18.55,9.28
5009,10.60,5.30
5010,10.85,5.43
5011,7.22,3.61
5012,7.39,3.70
5013,15.78,7.89
5014,11.13,5.56
5015,6.30,3.15
5016,5.46,2.73
5017,9.30,4.65
5018,9.38,4.69
5019,5.98,2.99
5020,11.46,5.73
5021,13.73,6.86
5022,7.28,3.64
5023,6.49,3.24
5024,6.20,3.10
5025,10.99,5.50
5026,7.30,3.65
5027,11.82,5.91
5028,7.23,3.61
5029,12.23,6.12
5030,17.25,8.62
5031,5.17,2.59
5032,5.30,2.65
5033,10.30,5.15
5034,8.00,4.00
5035,7.09,3.55
5036,25.73,12.86
5037,9.12,4.56
5038,7.29,3.64
5039,8.59,4.29
5040,11.36,5.68
5041,13.58,6.79
5042,12.38,6.19
5043,7.06,3.53
5044,7.08,3.54
5045,5.57,2.79
5046,16.06,8.03
5047,9.45,4.73
5048,9.17,4.59
5049,22.39,11.19
5050,10.41,5.20
5051,11.29,5.65
5052,7.18,3.59
5053,8.92,4.46
5054,8.97,4.48
5055,7.39,3.69
5056,21.96,10.98
5057,8.62,4.31
5058,7.79,3.89
5059,12.88,6.44
5060,7.40,3.70
5061,13.99,7.00
5062,7.39,3.70
5063,9.63,4.82
5064,7.52,3.76
5065,9.29,4.65
5066,9.09,4.54
5067,13.97,6.98
5068,6.70,3.35
5069,5.73,2.87
5070,5.52,2.76
5071,13.50,6.75
5072,9.90,4.95
5073,12.14,6.07
5074,7.32,3.66
5075,12.12,6.06
5076,10.51,5.25
5077,9.38,4.69
5078,7.33,3.67
5079,11.59,5.79
5080,9.69,4.84
5081,8.31,4.15
5082,8.12,4.06
5083,11.63,5.82
5084,6.28,3.14
5085,7.24,3.62
5086,5.58,2.79
5087,5.94,2.97
5088,12.42,6.21
5089,21.89,10.94
5090,9.91,4.95
5091,13.91,6.95
5092,12.25,6.13
5093,5.97,2.99
5094,8.70,4.35
5095,11.70,5.85
5096,10.86,5.43
5097,6.85,3.42
5098,11.62,5.81
5099,7.50,3.75
5100,10.28,5.14
5101,12.50,6.25
5102,9.12,4.56
5103,8.05,4.03
5104,11.67,5.83
5105,16.21,8.10
5106,7.39,3.69
5107,5.72,2.86
5108,9.67,4.84
5109,10.25,5.13
5110,23.41,11.71
5111,53.73,26.87
5112,6.98,3.49
5113,15.41,7.70
5114,15.12,7.56
5115,16.90,8.45
5116,11.32,5.66
5117,11.53,5.77
5118,8.05,4.02
5119,18.37,9.18
5120,8.37,4.18
5121,11.99,6.00
5122,11.40,5.70
5123,11.47,5.74
5124,8.61,4.31
5125,11.19,5.59
5126,7.78,3.89
5127,11.72,5.86
5128,8.54,4.27
5129,17.24,8.62
5130,5.67,2.84
5131,4.74,2.37
5132,6.18,3.09
5133,6.44,3.22
5134,22.16,11.08
5135,10.59,5.29
5136,6.65,3.33
5137,12.53,6.27
5138,8.13,4.07
5139,10.01,5.01
5140,28.33,14.16
5141,7.77,3.88
5142,9.31,4.66
5143,8.97,4.48
5144,20.08,10.04
5145,10.19,5.10
5146,7.55,3.78
5147,13.02,6.51
5148,8.02,4.01
5149,9.96,4.98
5150,8.04,4.02
5151,13.09,6.54
5152,10.55,5.27
5153,11.07,5.53
5154,6.96,3.48
5155,10.10,5.05
5156,5.76,2.88
5157,14.42,7.21
5158,6.08,3.04
5159,9.66,4.83
5160,13.30,6.65
5161,6.02,3.01
5162,5.80,2.90
5163,9.80,4.90
5164,11.41,5.70
