frequency,wavelength,ajoint,score,fx_over_abs_fy,abs_fy_over_fx,mean_fx,mean_fy,mean_abs_fy,mean_force_mag,peak_force_mag,energy_proxy
0.5,2.2,0.1,-1.2194645624503226,-0.00968576893760077,inf,-0.0038603480459980305,-0.0001815731896403463,0.39855875882109,0.41307029646490423,0.6822137417898854,0.0049999999999577206
0.5,1.2666666666666666,0.15,-1.2425691099444225,0.07810874018160205,12.802664563210339,0.03545322444360515,-5.180952516002435e-05,0.45389574023568624,0.4596238338446177,0.7629184951472207,0.011249999999878508
0.5,0.9555555555555556,0.2,-1.2443787094637355,0.031852245494207274,31.39496084135928,0.013562026262714496,3.4634706519227623e-06,0.42577928344740773,0.4291308404529506,0.7007196298003221,0.019999999999819263
0.6,1.577777777777778,0.1,-1.268330801066952,0.044180615848576646,22.634360811704635,0.01950234015926405,0.07507347245039209,0.44142300383737976,0.4496991004956665,0.7098971147988231,0.004913359419944448
0.5,0.8,0.25,-1.2867423018619257,-0.05983739869672673,inf,-0.02475862955687754,-6.174466207912133e-05,0.41376513846067153,0.421814036924461,0.6834114638569235,0.031249999999674125
0.6,0.8,0.2,-1.2901319430972364,-0.02855825032391413,inf,-0.01196791094596701,0.07314196761285079,0.41907017447582606,0.42557817084158056,0.6495699680473934,0.01965498208592773
1.0,0.8,0.1,-1.3095726817309137,-0.03997352118269846,inf,-0.01694132036232383,-4.237787275839366e-05,0.4238135611044557,0.42895837798665065,0.5971905286395506,0.0049999999999489906
0.7,1.2666666666666666,0.1,-1.3549316234448594,0.014943429449108078,66.91904314238165,0.006771168203495623,0.11702951066542017,0.4531200971340465,0.4575918917422669,0.6910178698289303,0.004963292351820088
0.9,0.9555555555555556,0.1,-1.3672742709973986,-0.006222825195927976,inf,-0.002783929467826423,-0.06664747401669535,0.4473738824687122,0.45045556166246176,0.6339588726128447,0.0050000378322478285
0.6,1.7333333333333334,0.1,-1.4003753630316997,0.04058784806328859,24.637916216713457,0.0196832198744059,0.08269695917517068,0.48495352214076176,0.49628353874720416,0.7918142245586416,0.00494343737943478
0.6,1.1111111111111112,0.15,-1.4103795368653713,0.07213432156810129,13.863026341155923,0.03684162402033153,0.07956569317338154,0.5107364042448188,0.5148534399131773,0.8337070979993064,0.011343465361819004
0.5,1.4222222222222223,0.15,-1.4627697514407143,0.08537662068863795,11.712808400404182,0.04610915161081025,-0.00010663114216700365,0.5400676583226083,0.5511720041867152,0.9305338669328269,0.011249999999876
0.8,1.1111111111111112,0.1,-1.4673604956209154,0.014139393278638114,70.72439250351755,0.0069310125836321715,-0.03538741269328085,0.490191654411621,0.49308402841928356,0.6992445778997343,0.004952158147057634
0.8,0.8,0.15,-1.5153713853214748,-0.0554149298933037,inf,-0.027041217027572294,-0.04933265546601567,0.48797710435865654,0.4949263666450053,0.6900488372331893,0.011220476614801498
0.6,1.888888888888889,0.1,-1.5185750228326953,0.03543192432705735,28.22313546307607,0.01850103074741898,0.08971064076153178,0.5221570969909414,0.5365340383395004,0.8618352499635701,0.0049928033034119575
0.5,1.1111111111111112,0.2,-1.5698881714029815,0.09758036909168183,10.247962877250936,0.05759728697921798,-4.440486762263163e-06,0.5902548587933946,0.5966551061018456,1.0062712783178112,0.019999999999806194
0.7,0.9555555555555556,0.15,-1.588977078478687,0.00258160697251164,387.3556318400791,0.001349524614287553,0.1422618410778384,0.5227459596510942,0.5258205689019895,0.7961305200702289,0.011249416428998186
0.7,1.4222222222222223,0.1,-1.6011044092322626,0.013031802603512723,76.73535507132759,0.006960027350463561,0.13808588728346197,0.5340801700439727,0.5421369806847601,0.8331291570833579,0.004995795142652547
0.6,2.0444444444444443,0.1,-1.624209191139372,0.029431217055213996,33.97752794673645,0.016302171896977656,0.09614529624982072,0.5539075012220599,0.5712005888575189,0.9213992269568911,0.005045820689515994
1.1,0.8,0.1,-1.631529807308421,-0.02849293861730904,inf,-0.015100596161454358,-0.06160921215511593,0.529976790539989,0.5358385471177787,0.7366396057897204,0.004952852815259641
0.5,1.577777777777778,0.15,-1.6681961449083145,0.08365278633071789,11.954174437735292,0.051391996924262086,-0.00016682623751648862,0.6143488959361846,0.6321345207254787,1.0789192057811132,0.011249999999881652
0.6,1.2666666666666666,0.15,-1.7063992847666518,0.09594463592481316,10.422677519810989,0.06140519863134375,0.09546750720241326,0.6400065833744351,0.6490997063222353,1.0864909136103873,0.011203373777238998
